Nome da rua;Freguesia
Escadas da Lomba;ALDEIA DE SÃO FRANCISCO DE ASSIS
Estrada Municipal 512;ALDEIA DE SÃO FRANCISCO DE ASSIS
Largo da Eira;ALDEIA DE SÃO FRANCISCO DE ASSIS
Largo da Sobreira;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua Casa da Vinha;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua Direita;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua Sargento A. Torgal;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua da Avesseira;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua da Barroquinha;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua da Eira;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua da Galiza;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua da Lomba;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua da Malhada;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua da Vinha;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua do Barroco;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua do Casal;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua do Casarão;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua do Clube Desportivo;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua do Penedo;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua do Quebra Costas;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua do Ribeiro;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua do Sodinho;ALDEIA DE SÃO FRANCISCO DE ASSIS
Rua dos Capatazes;ALDEIA DE SÃO FRANCISCO DE ASSIS
Sítio do Caratão;ALDEIA DE SÃO FRANCISCO DE ASSIS
Travessa da Galiza;ALDEIA DE SÃO FRANCISCO DE ASSIS
Travessa da Rua Direita;ALDEIA DE SÃO FRANCISCO DE ASSIS
Travessa do Loureiro;ALDEIA DE SÃO FRANCISCO DE ASSIS
Travessa do Ribeiro;ALDEIA DE SÃO FRANCISCO DE ASSIS
Travessa dos Safreiros;ALDEIA DE SÃO FRANCISCO DE ASSIS
1º Beco à Rua Cabeço de Baixo;BARCO E COUTADA
2º Beco à Rua Cabeço de Baixo;BARCO E COUTADA
Avenida São Sebastião;BARCO E COUTADA
Beco Carvalho da Iveca;BARCO E COUTADA
Beco Nº 1 da Rua do Calvário;BARCO E COUTADA
Beco Nº 1 da Rua do Torgal;BARCO E COUTADA
Beco Nº 2 da Rua do Calvário;BARCO E COUTADA
Beco Nº 2 da Rua do Torgal;BARCO E COUTADA
Beco Nº 3 da Rua do Calvário;BARCO E COUTADA
Beco Nº 3 da Rua do Torgal;BARCO E COUTADA
Beco da Corredoura;BARCO E COUTADA
Beco da Tapada do Clemente;BARCO E COUTADA
Beco das Escolas;BARCO E COUTADA
Beco de São Simão;BARCO E COUTADA
Beco do Bairro Novo;BARCO E COUTADA
Beco do Cabeço de Cima;BARCO E COUTADA
Beco do Forno;BARCO E COUTADA
Caminho da Alagoa;BARCO E COUTADA
Caminho da Quinta;BARCO E COUTADA
Caminho do Casal;BARCO E COUTADA
Caminho dos Covões;BARCO E COUTADA
Caminho dos Moleiros;BARCO E COUTADA
Estrada Barco -Silvares;BARCO E COUTADA
Estrada Municipal 513;BARCO E COUTADA
Estrada Municipal 513 Sítio do Vale Prado;BARCO E COUTADA
Estrada Nacional 343;BARCO E COUTADA
Estrada da Coutada;BARCO E COUTADA
Estrada do Monte Pirinéu;BARCO E COUTADA
Estrada do Monte dos Cabanas;BARCO E COUTADA
Largo Amoreira;BARCO E COUTADA
Largo Arrabalde;BARCO E COUTADA
Largo Cabeço Baixo;BARCO E COUTADA
Largo Capela;BARCO E COUTADA
Largo Fontinha;BARCO E COUTADA
Largo Infante Dom Henrique;BARCO E COUTADA
Largo São Sebastião;BARCO E COUTADA
Largo do Terreiro do Forno;BARCO E COUTADA
Pátio da Fontinha;BARCO E COUTADA
Quinta do Lagar;BARCO E COUTADA
Rua Alto Volta;BARCO E COUTADA
Rua Amoreira;BARCO E COUTADA
Rua Arrabalde;BARCO E COUTADA
Rua Cabeço Baixo;BARCO E COUTADA
Rua Cabeço de Cima;BARCO E COUTADA
Rua Calvário;BARCO E COUTADA
Rua Capela;BARCO E COUTADA
Rua Casão;BARCO E COUTADA
Rua Corredoura;BARCO E COUTADA
Rua Courela;BARCO E COUTADA
Rua Courela da Poça;BARCO E COUTADA
Rua Direita;BARCO E COUTADA
Rua Eira;BARCO E COUTADA
Rua Escadinhas;BARCO E COUTADA
Rua Escola Velha;BARCO E COUTADA
Rua Escolas;BARCO E COUTADA
Rua Fonte Romana;BARCO E COUTADA
Rua Fontinha;BARCO E COUTADA
Rua Forno;BARCO E COUTADA
Rua Fundo Povo;BARCO E COUTADA
Rua Furriel António Reis Morais;BARCO E COUTADA
Rua Igreja Nova;BARCO E COUTADA
Rua Igreja Velha;BARCO E COUTADA
Rua Independência;BARCO E COUTADA
Rua Lameirinha;BARCO E COUTADA
Rua Laranjeira;BARCO E COUTADA
Rua Lomba;BARCO E COUTADA
Rua Mina;BARCO E COUTADA
Rua Nossa Senhora do Carmo;BARCO E COUTADA
Rua Panquinha;BARCO E COUTADA
Rua Poça do Barro;BARCO E COUTADA
Rua Principal;BARCO E COUTADA
Rua Ribeirinho;BARCO E COUTADA
Rua Sobreirais;BARCO E COUTADA
Rua São Sebastião;BARCO E COUTADA
Rua São Simão;BARCO E COUTADA
Rua Terreiro;BARCO E COUTADA
Rua Torgal;BARCO E COUTADA
Rua Vale;BARCO E COUTADA
Rua Vale Prado;BARCO E COUTADA
Rua Valeira;BARCO E COUTADA
Rua Vinha da Valsa;BARCO E COUTADA
Rua da Cruz das Almas;BARCO E COUTADA
Rua da Fonte;BARCO E COUTADA
Rua da Fonte Velha;BARCO E COUTADA
Rua da Fraga;BARCO E COUTADA
Rua da Lameirinha;BARCO E COUTADA
Rua da Pedreira;BARCO E COUTADA
Rua das Cavadas;BARCO E COUTADA
Rua das Fontainhas;BARCO E COUTADA
Rua das Minas da Recheira;BARCO E COUTADA
Rua das Sobreiras da Rainha;BARCO E COUTADA
Rua das Tapadas;BARCO E COUTADA
Rua de Coutada;BARCO E COUTADA
Rua de São Sebastião;BARCO E COUTADA
Rua do Carvalho da Iveca;BARCO E COUTADA
Rua do Casal;BARCO E COUTADA
Rua do Cimo do Povo;BARCO E COUTADA
Rua do Curral;BARCO E COUTADA
Rua do Espelho;BARCO E COUTADA
Rua do Saco;BARCO E COUTADA
Rua do Sol;BARCO E COUTADA
Rua do Valinho;BARCO E COUTADA
Rua dos Aguilhões;BARCO E COUTADA
Sítio da Corredoura;BARCO E COUTADA
Sítio das Fontainhas;BARCO E COUTADA
Travessa Arrabalde;BARCO E COUTADA
Travessa Escolas;BARCO E COUTADA
Travessa Forno;BARCO E COUTADA
Travessa Jogo da Bola;BARCO E COUTADA
Travessa Mina;BARCO E COUTADA
Travessa Nº 1 da Estrada Nacional 343;BARCO E COUTADA
Travessa Terreiro do Forno;BARCO E COUTADA
Travessa Vale Prado;BARCO E COUTADA
Travessa da Alagoa;BARCO E COUTADA
Travessa da Capela;BARCO E COUTADA
Travessa da Corredoura;BARCO E COUTADA
Travessa da Eira;BARCO E COUTADA
Travessa da Fonte;BARCO E COUTADA
Travessa da Fontinha;BARCO E COUTADA
Travessa da Fraga;BARCO E COUTADA
Travessa da Iveca;BARCO E COUTADA
Travessa da Pedreira;BARCO E COUTADA
Travessa da Quelha;BARCO E COUTADA
Travessa da Rua da Fonte Velha;BARCO E COUTADA
Travessa da Tapada;BARCO E COUTADA
Travessa do Beco do Torgal;BARCO E COUTADA
Travessa do Valinho;BARCO E COUTADA
1ª Transversal Bairro Caldeirões;BOIDOBRA
1ª Transversal À Rua Bairro Novo;BOIDOBRA
1ª Transversal À Rua Nossa Senhora do Refúgio;BOIDOBRA
1ª Travessa da Rua Ribeiro Negro;BOIDOBRA
1ª Travessa do Bairro dos Freixos;BOIDOBRA
2ª Transversal Bairro Caldeirões;BOIDOBRA
2ª Travessa Bairro dos Freixos;BOIDOBRA
2ª Travessa da Rua Ribeiro Negro;BOIDOBRA
3ª Travessa Bairro dos Freixos;BOIDOBRA
A salto;BOIDOBRA
Alameda Pêro da Covilhã;BOIDOBRA
Antiga Estrada Nacional 18;BOIDOBRA
Avenida Infante Dom Henrique;BOIDOBRA
Avenida João Carlos Quelhas Calado;BOIDOBRA
Bairro Quinta do Sol;BOIDOBRA
Bairro da Boavista;BOIDOBRA
Bairro das Flores;BOIDOBRA
Bairro do Alvito;BOIDOBRA
Bairro dos Caldeirões;BOIDOBRA
Bairro dos Freixos;BOIDOBRA
Beco Mimoso;BOIDOBRA
Beco da Meia Légua;BOIDOBRA
Beco do Cipreste;BOIDOBRA
Beco do Forno;BOIDOBRA
Beco do Salão Paroquial;BOIDOBRA
Caminho Municipal  1606;BOIDOBRA
Caminho Municipal 1027;BOIDOBRA
Caminho Municipal 1027-1;BOIDOBRA
Caminho Municipal 1027-2;BOIDOBRA
Caminho Municipal 1031;BOIDOBRA
Caminho Municipal 1031-1;BOIDOBRA
Caminho Municipal 1126;BOIDOBRA
Caminho Municipal 1131;BOIDOBRA
Caminho Municipal 1601;BOIDOBRA
Caminho Municipal 1601-1;BOIDOBRA
Caminho Municipal 1602;BOIDOBRA
Caminho Municipal 1606;BOIDOBRA
Caminho Municipal 1606-1;BOIDOBRA
Caminho Municipal 1611-1;BOIDOBRA
Caminho Municipal 1612;BOIDOBRA
Caminho Municipal 1612-1;BOIDOBRA
Caminho Municipal 1615;BOIDOBRA
Caminho Municipal 1616;BOIDOBRA
Caminho Municipal 1617;BOIDOBRA
Caminho Municipal 1617-1;BOIDOBRA
Caminho Municipal 1619;BOIDOBRA
Caminho da Baiuca;BOIDOBRA
Caminho da Boavista;BOIDOBRA
Caminho da Canada;BOIDOBRA
Caminho da Quinta do Cabeço;BOIDOBRA
Caminho de São Miguel;BOIDOBRA
Canto da Ciência;BOIDOBRA
Canto da Praceta da Liberdade;BOIDOBRA
Eixo T.C.T. Refúgio;BOIDOBRA
Eixo T.C.T. Ribeiro Negro;BOIDOBRA
Eixo Teixoso-Covilhã-Tortosendo - Refúgio;BOIDOBRA
Eixo Teixoso-Covilhã-Tortosendo - Ribeiro Negro;BOIDOBRA
Estrada Municipal 506 - Quinta Branca;BOIDOBRA
Estrada Municipal 506 Quinta Branca;BOIDOBRA
Estrada Municipal 507;BOIDOBRA
Estrada Nacional 18;BOIDOBRA
Estrada Nacional 18 - Acesso à Covilhã;BOIDOBRA
Estrada Nacional 230;BOIDOBRA
Estrada Quinta do Sol;BOIDOBRA
Estrada da Quinta do Sol;BOIDOBRA
Lugar dos Lisboas;BOIDOBRA
Ponte Pedrinha;BOIDOBRA
Ponte Romana de Boidobra;BOIDOBRA
Praceta Centro de Animação;BOIDOBRA
Praceta Conde José Calheiros;BOIDOBRA
Praceta Liberdade;BOIDOBRA
Praceta Santa Casa da Misericórdia;BOIDOBRA
Praceta da Saudade;BOIDOBRA
Primeira Transversal da Rua Nossa Senhora do Refúgio;BOIDOBRA
Primeira Transversal do Bairro dos Caldeirões;BOIDOBRA
Quinta do Tapado;BOIDOBRA
Rotunda das Oliveiras;BOIDOBRA
Rua 20 de Maio;BOIDOBRA
Rua Carolina Beatriz Ângelo;BOIDOBRA
Rua Centro Paroquial;BOIDOBRA
Rua Direita;BOIDOBRA
Rua Francisco Leal;BOIDOBRA
Rua Grupo Recreativo Refugiense;BOIDOBRA
Rua José Cardoso Pires;BOIDOBRA
Rua José Saramago;BOIDOBRA
Rua Mahatma Gandhi;BOIDOBRA
Rua Malta;BOIDOBRA
Rua Mata Mouros;BOIDOBRA
Rua Nossa Senhora do Refúgio;BOIDOBRA
Rua Operário Têxtil;BOIDOBRA
Rua Polito de Baixo;BOIDOBRA
Rua Portas do Sol;BOIDOBRA
Rua Quinta da Raposa;BOIDOBRA
Rua Quinta do Alvito;BOIDOBRA
Rua Quinta do Tapado;BOIDOBRA
Rua Quintas do Vale de Mouro;BOIDOBRA
Rua Ribeiro Negro;BOIDOBRA
Rua Rio Zêzere;BOIDOBRA
Rua Senhora da Estrela;BOIDOBRA
Rua Sophia de Mello Breyner Andresen;BOIDOBRA
Rua Sítio da Cruz;BOIDOBRA
Rua Vale das Donas;BOIDOBRA
Rua Vinte de Maio;BOIDOBRA
Rua Zeca Afonso;BOIDOBRA
Rua da Alegria;BOIDOBRA
Rua da Boavista;BOIDOBRA
Rua da Emissora;BOIDOBRA
Rua da Igreja;BOIDOBRA
Rua da Ponte Seca;BOIDOBRA
Rua da Quinta Branca;BOIDOBRA
Rua da Quinta da Branca;BOIDOBRA
Rua da Ribeira da Água Alta;BOIDOBRA
Rua da Saudade;BOIDOBRA
Rua da Senhora da Estrela;BOIDOBRA
Rua da Vinha Velha;BOIDOBRA
Rua das Cerzideiras;BOIDOBRA
Rua das Escolas;BOIDOBRA
Rua das Mimosas;BOIDOBRA
Rua de Santo André;BOIDOBRA
Rua de São João;BOIDOBRA
Rua do Aerodrómo;BOIDOBRA
Rua do Alvercão;BOIDOBRA
Rua do Bairro Novo;BOIDOBRA
Rua do Forno;BOIDOBRA
Rua do Moinho;BOIDOBRA
Rua do Operário Textil;BOIDOBRA
Rua do Parque Duppigheim;BOIDOBRA
Rua do Património;BOIDOBRA
Rua do Polito de Baixo;BOIDOBRA
Rua do Pontão;BOIDOBRA
Rua do Rio Zêzere;BOIDOBRA
Rua do Saco;BOIDOBRA
Rua do Serrado;BOIDOBRA
Rua do Sol Nascente;BOIDOBRA
Rua dos Moinhos;BOIDOBRA
Rua Álvaro Ferreira Pinto;BOIDOBRA
Segunda Transversal do Bairro dos Caldeirões;BOIDOBRA
Sítio dos Travessos;BOIDOBRA
Transversal Quinta do Alvito;BOIDOBRA
Transversal da Rua Mata Mouros;BOIDOBRA
Travessa Malta;BOIDOBRA
Travessa Quinta das Ferreiras;BOIDOBRA
Travessa Quinta do Alvito;BOIDOBRA
Travessa Quintas do Vale de Mouro;BOIDOBRA
Travessa da Meirinha;BOIDOBRA
Travessa da Moita;BOIDOBRA
Travessa da Ponte Seca;BOIDOBRA
Travessa da Quinta Branca;BOIDOBRA
Travessa do Jardim;BOIDOBRA
Urbanização Quinta Alãmpada;BOIDOBRA
Urbanização Quinta da Alâmpada;BOIDOBRA
Urbanização Quinta da Arrepiada;BOIDOBRA
Urbanização Quinta do Polito;BOIDOBRA
Urbanização Quinta do Sol;BOIDOBRA
Urbanização da Boavista;BOIDOBRA
Urbanização da Meirinha;BOIDOBRA
Variante à EN 18;BOIDOBRA
Alameda João Paulo II;CANTAR-GALO E VILA DO CARVALHO
Avenida 7 de Janeiro;CANTAR-GALO E VILA DO CARVALHO
Avenida Filarmónica Recreativa Carvalhense;CANTAR-GALO E VILA DO CARVALHO
Avenida Sete de Janeiro;CANTAR-GALO E VILA DO CARVALHO
Bairro da Formiguinha;CANTAR-GALO E VILA DO CARVALHO
Bairro da Saudade;CANTAR-GALO E VILA DO CARVALHO
Bairro dos Portais;CANTAR-GALO E VILA DO CARVALHO
Beco Brazão;CANTAR-GALO E VILA DO CARVALHO
Beco Canada;CANTAR-GALO E VILA DO CARVALHO
Beco Canada do Norte;CANTAR-GALO E VILA DO CARVALHO
Beco Delfina Ferreira;CANTAR-GALO E VILA DO CARVALHO
Beco Presa;CANTAR-GALO E VILA DO CARVALHO
Beco Quinta do Muro;CANTAR-GALO E VILA DO CARVALHO
Beco Romão;CANTAR-GALO E VILA DO CARVALHO
Beco da Canada;CANTAR-GALO E VILA DO CARVALHO
Beco da Canada Norte;CANTAR-GALO E VILA DO CARVALHO
Beco da Delfina Ferreira;CANTAR-GALO E VILA DO CARVALHO
Beco da Portela;CANTAR-GALO E VILA DO CARVALHO
Beco da Presa;CANTAR-GALO E VILA DO CARVALHO
Beco da Rua Nova Ribeiro da Relva;CANTAR-GALO E VILA DO CARVALHO
Beco da Rua Nova do Ribeiro da Relva;CANTAR-GALO E VILA DO CARVALHO
Beco do Brasão;CANTAR-GALO E VILA DO CARVALHO
Beco do Romão;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1001;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1005;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1325;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1333-1;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1401;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1402;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1402-1;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1402-2;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1404;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1406;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1408;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1409;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1410;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1411;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1412;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1413;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1414;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1414-1;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1415;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1416;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1417;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1418;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1419;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1421;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1422;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1423;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1424;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1425;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1426;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1427;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1428;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1429;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1430;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1430-1;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1430-2;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1431;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1431-1;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1431-2;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1431-3;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1432;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1432-1;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1434;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1434-1;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1434-2;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1434-3;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 1436;CANTAR-GALO E VILA DO CARVALHO
Caminho Municipal 2304;CANTAR-GALO E VILA DO CARVALHO
Caminho Presa das Mantas;CANTAR-GALO E VILA DO CARVALHO
Caminho Ribeiro de Flandres;CANTAR-GALO E VILA DO CARVALHO
Caminho das Quintas;CANTAR-GALO E VILA DO CARVALHO
Caminho do Prazo;CANTAR-GALO E VILA DO CARVALHO
Canada de São Domingos;CANTAR-GALO E VILA DO CARVALHO
Canada do Andurão;CANTAR-GALO E VILA DO CARVALHO
Canada do Castinçal;CANTAR-GALO E VILA DO CARVALHO
Canada do Castiçal;CANTAR-GALO E VILA DO CARVALHO
Canada dos Castiçal;CANTAR-GALO E VILA DO CARVALHO
Escadaria Professor Salcedas Pais;CANTAR-GALO E VILA DO CARVALHO
Estrada Regional 339;CANTAR-GALO E VILA DO CARVALHO
Estrada do Sineiro;CANTAR-GALO E VILA DO CARVALHO
Largo Carina Franco - Professora;CANTAR-GALO E VILA DO CARVALHO
Largo Doutor Carlos Coelho;CANTAR-GALO E VILA DO CARVALHO
Largo Ouron;CANTAR-GALO E VILA DO CARVALHO
Largo das Lages;CANTAR-GALO E VILA DO CARVALHO
Largo do Centro Cívico;CANTAR-GALO E VILA DO CARVALHO
Largo do Muro Alto;CANTAR-GALO E VILA DO CARVALHO
Largo do Ouron;CANTAR-GALO E VILA DO CARVALHO
Largo do Povo da Pousadinha;CANTAR-GALO E VILA DO CARVALHO
Quinta das Calçadas;CANTAR-GALO E VILA DO CARVALHO
Ramal do Castinçal;CANTAR-GALO E VILA DO CARVALHO
Ramal do Castiçal;CANTAR-GALO E VILA DO CARVALHO
Rua 1º de Maio;CANTAR-GALO E VILA DO CARVALHO
Rua 30 de Junho;CANTAR-GALO E VILA DO CARVALHO
Rua Amoreira;CANTAR-GALO E VILA DO CARVALHO
Rua Augusto Lopes Teixeira;CANTAR-GALO E VILA DO CARVALHO
Rua Barroca do Pio;CANTAR-GALO E VILA DO CARVALHO
Rua Cabeço Gordo;CANTAR-GALO E VILA DO CARVALHO
Rua Calva Mimosa;CANTAR-GALO E VILA DO CARVALHO
Rua Calçada Romana;CANTAR-GALO E VILA DO CARVALHO
Rua Capela;CANTAR-GALO E VILA DO CARVALHO
Rua Castelo;CANTAR-GALO E VILA DO CARVALHO
Rua Celestino David;CANTAR-GALO E VILA DO CARVALHO
Rua Centro Cívico;CANTAR-GALO E VILA DO CARVALHO
Rua Direita;CANTAR-GALO E VILA DO CARVALHO
Rua Escolas;CANTAR-GALO E VILA DO CARVALHO
Rua Estrada do Lameirão;CANTAR-GALO E VILA DO CARVALHO
Rua Fernando Antunes;CANTAR-GALO E VILA DO CARVALHO
Rua Fonte;CANTAR-GALO E VILA DO CARVALHO
Rua Grupo;CANTAR-GALO E VILA DO CARVALHO
Rua Grupo Instrução e Recreio;CANTAR-GALO E VILA DO CARVALHO
Rua Indústria;CANTAR-GALO E VILA DO CARVALHO
Rua Joaquim Farófia;CANTAR-GALO E VILA DO CARVALHO
Rua José Caetano Júnior;CANTAR-GALO E VILA DO CARVALHO
Rua José Pacheco;CANTAR-GALO E VILA DO CARVALHO
Rua João Neves;CANTAR-GALO E VILA DO CARVALHO
Rua Junta de Freguesia;CANTAR-GALO E VILA DO CARVALHO
Rua Júlio Morgado Durão Gomes;CANTAR-GALO E VILA DO CARVALHO
Rua Lameiro da Moita;CANTAR-GALO E VILA DO CARVALHO
Rua Lameirão de Baixo;CANTAR-GALO E VILA DO CARVALHO
Rua Lanofabril;CANTAR-GALO E VILA DO CARVALHO
Rua Liberdade;CANTAR-GALO E VILA DO CARVALHO
Rua Luís de Camões;CANTAR-GALO E VILA DO CARVALHO
Rua Maria Rosa da Carvoeira;CANTAR-GALO E VILA DO CARVALHO
Rua Maria Rosa de Carvoeira;CANTAR-GALO E VILA DO CARVALHO
Rua Meio;CANTAR-GALO E VILA DO CARVALHO
Rua Mina do Souto;CANTAR-GALO E VILA DO CARVALHO
Rua Nova;CANTAR-GALO E VILA DO CARVALHO
Rua Nova Ribeiro da Relva;CANTAR-GALO E VILA DO CARVALHO
Rua Padre Parente;CANTAR-GALO E VILA DO CARVALHO
Rua Pio;CANTAR-GALO E VILA DO CARVALHO
Rua Primeiro de Maio;CANTAR-GALO E VILA DO CARVALHO
Rua Professor Salcedas Pais;CANTAR-GALO E VILA DO CARVALHO
Rua Quintas da Calva;CANTAR-GALO E VILA DO CARVALHO
Rua Ramal Canhoso;CANTAR-GALO E VILA DO CARVALHO
Rua Ramal do Canhoso;CANTAR-GALO E VILA DO CARVALHO
Rua Rego D'Água;CANTAR-GALO E VILA DO CARVALHO
Rua Relvão;CANTAR-GALO E VILA DO CARVALHO
Rua Ribeiro da Relva;CANTAR-GALO E VILA DO CARVALHO
Rua São Domingos;CANTAR-GALO E VILA DO CARVALHO
Rua Tapada;CANTAR-GALO E VILA DO CARVALHO
Rua Tapada Doutor António;CANTAR-GALO E VILA DO CARVALHO
Rua Trinta de Junho;CANTAR-GALO E VILA DO CARVALHO
Rua Vale das Candeias;CANTAR-GALO E VILA DO CARVALHO
Rua da Alegria;CANTAR-GALO E VILA DO CARVALHO
Rua da Amoreira;CANTAR-GALO E VILA DO CARVALHO
